"cdlinha","cdlinhapai","nulinha","deorigem","dedestino","dedescricao","slic","nupermissionarios","delinhaoutorga","delinhaservico","declassificacaoveiculo","derazaosocial","decnpjmatriz","boativo"
572,,"238A.MIC",SALVADOR,PÉ DE SERRA,"238A.MIC - SALVADOR - PÉ DE SERRA VIA RIACHÃO DO JACUÍPE",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,MATHEUS SANTOS E CIA LTDAS,"16096166000193",true
603,,"250R",BRUMADO,RIO DE CONTAS,"250R - BRUMADO - RIO DE CONTAS",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
526,,"227A4",SALVADOR,JUAZEIRINHO,"227A4 - SALVADOR - JUAZEIRINHO VIA SERRINHA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,EXPRESSO SÃO MATHEUS LTDA,"14671572000107",true
1326,,"627",SALVADOR,ITABERABA,"627 - SALVADOR - ITABERABA VIA RAFAEL JAMBEIRO",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
1821,,"2037",BARREIRAS,SANTA RITA DE CASSIA,"2037 - BARREIRAS - SANTA RITA DE CÁSSIA",true,1,TERMO DE PERMISSÃO,CONTRATADO,MICRO COMERCIAL,,,true
1212,,"572R",TEIXEIRA DE FREITAS,SÃO JOSÉ DO PRADO,"572R - TEIXEIRA DE FREITAS - SÃO JOSÉ DO PRADO",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,EXPRESSO BRASILEIRO TRANSPORTES LTDA,"13406285000107",true
1147,,"548.EXE",SALVADOR,BARRA DO MENDES,"548.EXE - SALVADOR - BARRA DO MENDES VIA IRECÊ",,,CONTRATO DE CONCESSÃO - TAC,DIFERENCIADO,EXECUTIVO,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
265,,"108X",JEQUIÉ,CANAVIEIRAS,"108X - JEQUIÉ - CANAVIEIRAS",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
1201,,"569",BOM DESPACHO,CRAVOLÂNDIA,"569 - BOM DESPACHO - CRAVOLÂNDIA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
1824,,"2043",BARREIRAS,SÍTIO DO RIO GRANDE,"2043 - BARREIRAS - SÍTIO DO RIO GRANDE VIA SÃO DESIDÉRIO",true,12,TERMO DE PERMISSÃO,CONTRATADO,MICRO COMERCIAL,,,true
780,,"331",SANTA MARIA DA VITÓRIA,SANTANA,"331 - SANTA MARIA DA VITÓRIA - SANTANA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
290,,"122.URB",SANTO AMARO,BOM JESUS DOS POBRES,"122.URB - SANTO AMARO - BOM JESUS DOS POBRES",,,CONTRATO DE CONCESSÃO,CONTRATADO,SEMIURBANO,LUA CRESCENTE TRANSPORTE RODOVIARIO E TURISMO EIRELI,"02633328000170",true
61,,"035A",JEQUIÉ,APUAREMA,"035A - JEQUIÉ - APUAREMA VIA ITAIBÓ",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO FLORESTA DE TRANSPORTES LTDA,"02694905000134",true
941,,"426A2",FEIRA DE SANTANA,ITACARÉ,"426A2 - FEIRA DE SANTANA - ITACARÉ VIA CAMAMÚ",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
1220,,"578",BOM JESUS DA LAPA,AGROVILAS XVI,"578 - BOM JESUS DA LAPA - AGROVILAS XVI VIA EIXO I",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
480,,"207F",VARGITO,BRUMADO,"207F - VARGITO - BRUMADO VIA CAMACAN/ ITAPETINGA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIACAO SALUTARIS E TURISMO S/A,"32285454000142",true
654,,"268.EXE",SALVADOR,RIO REAL,"268.EXE - SALVADOR - RIO REAL",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,EXECUTIVO,MARTE TRANSPORTES LTDA,"08374919000157",true
991,,"459",SALVADOR,QUIJINGUE,"459 - SALVADOR - QUIJINGUE VIA BR116",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,ROTA TRANSPORTES RODOVIARIOS LTDA,"14492342000180",true
1827,,"2048",BARREIRAS,SANTA CRUZ,"2048 - BARREIRAS - SANTA CRUZ VIA BR 020 E LEM",true,12,TERMO DE PERMISSÃO,CONTRATADO,MICRO COMERCIAL,,,true
372,,"162",SALVADOR,LUSTOSA,"162 - SALVADOR - LUSTOSA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
848,,"373",SANTO ANTÔNIO DE JESUS,ITABERABA,"373 - SANTO ANTÔNIO DE JESUS - ITABERABA VIA IAÇU",,,CONTRATO DE CONCESSÃO,CONTRATADO,COMERCIAL,"CRUZ FERNANDES SERVIÇOS, TRANSPORTES E TURISMO LTDA","17385523000104",true
849,,"374",SALVADOR,AIQUARA,"374 - SALVADOR - AIQUARA VIA ALGODÃO",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,AUTO VIAÇÃO CAMURUJIPE LTDA,"15890809000103",true
648,,"265A2",SALVADOR,CRISÓPOLIS,"265A2 - SALVADOR - CRISÓPOLIS VIA ACAJUTIBA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,MARTE TRANSPORTES LTDA,"08374919000157",true
528,,"227A6",SALVADOR,RETIROLÂNDIA,"227A6 - SALVADOR - RETIROLÂNDIA VIA SERRINHA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,EXPRESSO SÃO MATHEUS LTDA,"14671572000107",true
220,,"094.LEI",SALVADOR,GUANAMBI,"094.LEI - SALVADOR - GUANAMBI",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,LEITO SEM AR-CONDICIONADO,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
53,,"030",SANTO AMARO,MADRE DE DEUS,"030 - SANTO AMARO - MADRE DE DEUS VIA SÃO FRANCISCO DO CONDE",,,AUTORIZAÇÃO,CONTRATADO,COMERCIAL,LUA CRESCENTE TRANSPORTE RODOVIARIO E TURISMO EIRELI,"02633328000170",true
570,,"238",SALVADOR,RIACHÃO DO JACUÍPE,"238 - SALVADOR - RIACHÃO DO JACUÍPE",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,MATHEUS SANTOS E CIA LTDAS,"16096166000193",true
498,,"217",ITABUNA, URUÇUCA,"217 - ITABUNA - URUÇUCA VIA ITAJUÍPE",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,ROTA TRANSPORTES RODOVIARIOS LTDA,"14492342000180",true
854,,"379",EUNÁPOLIS,BARROLÂNDIA,"379 - EUNÁPOLIS - BARROLÂNDIA",,,CONTRATO DE CONCESSÃO - TAC,CONTRATADO - TAC,COMERCIAL,EXPRESSO BRASILEIRO TRANSPORTES LTDA,"13406285000107",true
502,,"220",ITABUNA,UBAITABA,"220 - ITABUNA - UBAITABA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,ROTA TRANSPORTES RODOVIARIOS LTDA,"14492342000180",true
1531,,"834.URB",CANDEIAS,LAURO DE FREITAS,"834.URB - CANDEIAS - LAURO DE FREITAS VIA CEASA",,,AUTORIZAÇÃO,CONTRATADO,SEMIURBANO,ALAGOINHAS TRANSPORTES PÚBLICOS  EIRELI,"14075158000135",true
841,,"371.EXE",ILHÉUS,BARREIRAS,"371.EXE - ILHÉUS - BARREIRAS VIA MACAÚBAS",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,EXECUTIVO,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
398,,"175",ITABUNA,IBICARAÍ,"175 - ITABUNA - IBICARAÍ",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,ROTA TRANSPORTES RODOVIARIOS LTDA,"14492342000180",true
66,,"037.MIC",JEQUIÉ,JAGUAQUARA,"037.MIC - JEQUIÉ - JAGUAQUARA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,MICRO COMERCIAL,AUTO VIAÇÃO CAMURUJIPE LTDA,"15890809000103",true
232,,"099R",VITÓRIA DA CONQUISTA,ANAGÉ,"099R - VITÓRIA DA CONQUISTA - ANAGÉ",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
1594,,"855.URB",JAMBEIRO,TERMINAL AEROPORTO,"855.URB - JAMBEIRO - TERMINAL AEROPORTO",,,CONTRATO EMERGENCIAL,CONTRATADO,SEMIURBANO,EXPRESSO LUXO VITORIA LTDA,"10550441000110",true
1399,,"680",ITABUNA,JAPU (POV ILHÉUS),"680 - ITABUNA - JAPU (POV ILHÉUS) VIA SALOBRINHO",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,DZSET TRANSPORTE E LOGISTICA LTDA,"16824878000181",true
510,,"225",SALVADOR,ARACI,"225 - SALVADOR - ARACI",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,PLENNA TRANSPORTES E SERVIÇOS LTDA,"16496572000143",true
963,,"440",ITAMARAJU,CORUMBAÚ,"440 - ITAMARAJU - CORUMBAÚ VIA GUARANI",,,CONTRATO DE CONCESSÃO - TAC,CONTRATADO - TAC,COMERCIAL,EXPRESSO BRASILEIRO TRANSPORTES LTDA,"13406285000107",true
421,,"187R2",BRUMADO,GUANAMBI,"187R2 - BRUMADO - GUANAMBI",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
1364,,"652",IBOTIRAMA,POSTO DO ROSÁRIO,"652 - IBOTIRAMA - POSTO DO ROSÁRIO VIA SÃO DESIDÉRIO",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
1056,,"500",SALVADOR,MARACÁS,"500 - SALVADOR - MARACÁS VIA ITIRUÇU",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,AUTO VIAÇÃO CAMURUJIPE LTDA,"15890809000103",true
1291,,"604R",TEIXEIRA DE FREITAS,PRADO,"604R - TEIXEIRA DE FREITAS - PRADO",,,CONTRATO DE CONCESSÃO - TAC,CONTRATADO - TAC,COMERCIAL,EXPRESSO BRASILEIRO TRANSPORTES LTDA,"13406285000107",true
555,,"232",FEIRA DE SANTANA,CAPELA DO ALTO ALEGRE,"232 - FEIRA DE SANTANA - CAPELA DO ALTO ALEGRE",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,MARTE TRANSPORTES LTDA,"08374919000157",true
124,,"058",SALVADOR,CATU,"058 - SALVADOR - CATU VIA POJUCA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
1252,,"592A5",XIQUE-XIQUE,LUIS EDUARDO MAGALHÃES,"592A5 - XIQUE-XIQUE - LUIS EDUARDO MAGALHÃES VIA BARREIRAS",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,EMTRAM EMPRESA DE TRANSPORTES MACAUBENSE LTDA,"16041592000120",true
879,,"396R2",PORTO SEGURO,BARROLÂNDIA,"396R2 - PORTO SEGURO - BARROLÂNDIA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,EXPRESSO BRASILEIRO TRANSPORTES LTDA,"13406285000107",true
770,,"329.EXE",SALVADOR,XIQUE-XIQUE,"329.EXE - SALVADOR - XIQUE-XIQUE VIA FEIRA DE SANTANA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,EXECUTIVO,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
345,,"147A.LEX",SALVADOR,LUÍS EDUARDO MAGALHÃES,"147A.LEX - SALVADOR - LUÍS EDUARDO MAGALHÃES",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,LEITO EXECUTIVO,RAPIDO FEDERAL VIACAO LIMITADA,"25634569000130",true
1828,,"2077",FEIRA DE SANTANA,CONCEIÇÃO DA FEIRA,"2077 - FEIRA DE SANTANA - CONCEIÇÃO DA FEIRA VIA MAGALHÃES",true,36,TERMO DE PERMISSÃO,CONTRATADO,MICRO COMERCIAL,,,true
1150,,"550E",POÇÕES,MIRANTE,"550E - POÇÕES - MIRANTE VIA BR-116",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
1119,,"536",ITABUNA,JAGUAQUARA,"536 - ITABUNA - JAGUAQUARA VIA LAJE",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO ÁGUIA BRANCA S/A,"27486182000109",true
401,,"177.URB",ITABUNA,ITAPÉ,"177.URB - ITABUNA - ITAPÉ",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,SEMIURBANO,ROTA TRANSPORTES RODOVIARIOS LTDA,"14492342000180",true
936,,"424",JUAZEIRO,TOMBADOR,"424 - JUAZEIRO - TOMBADOR VIA SENTO SÉ",,,CONTRATO DE CONCESSÃO,CONTRATADO,COMERCIAL,ASTRASS - ASSOCIAÇÃO DE TRANSPORTE ALTERNATIVO DE SENTO SE,"01710202000190",true
1275,,"600",ITABUNA,UNA,"600 - ITABUNA - UNA VIA SÃO JOSÉ DA VITÓRIA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,DZSET TRANSPORTE E LOGISTICA LTDA,"16824878000181",true
240,,"101.LEX",SALVADOR,VITÓRIA DA CONQUISTA,"101.LEX - SALVADOR - VITÓRIA DA CONQUISTA VIA BR 116",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,LEITO EXECUTIVO,AUTO VIAÇÃO CAMURUJIPE LTDA,"15890809000103",true
937,,"425",JACOBINA,SENHOR DO BONFIM,"425 - JACOBINA - SENHOR DO BONFIM VIA SAÚDE",,,CONTRATO DE CONCESSÃO,CONTRATADO,COMERCIAL,TRANSOARES TRANSPORTES URBANOS LTDA,"01125308000126",true
756,,"326",SALVADOR,ITIÚBA,"326 - SALVADOR - ITIÚBA VIA CAPIM GROSSO",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,EXPRESSO SÃO MATHEUS LTDA,"14671572000107",true
1058,,"501",SALVADOR,PILÃO ARCADO,"501 - SALVADOR - PILÃO ARCADO",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,EMPRESA GONTIJO DE TRANSPORTES LTDA,"16624611000140",true
992,,"459E",FEIRA DE SANTANA,QUIJINGUE,"459E - FEIRA DE SANTANA - QUIJINGUE",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,ROTA TRANSPORTES RODOVIARIOS LTDA,"14492342000180",true
901,,"411",SALVADOR,IRAMAIA,"411 - SALVADOR - IRAMAIA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
778,,"330.CAR",SALVADOR,RUY BARBOSA,"330.CAR - SALVADOR - RUY BARBOSA VIA MACAJUBA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL COM AR-CONDICIONADO,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
1305,,"616",CAMACAN,SANTA LUZIA,"616 - CAMACAN - SANTA LUZIA VIA VARGITO",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,A FURLAN EIRELI,"13558887000180",true
145,,"069",SALVADOR,CATU,"069 - SALVADOR - CATU VIA SÃO SEBASTIÃO DO PASSÉ",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
38,,"022",BRUMADO,LICÍNIO DE ALMEIDA,"022 - BRUMADO - LICÍNIO DE ALMEIDA VIA IBIASSUCÊ",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
599,,"249",JACOBINA,VÁRZEA DO POÇO,"249 - JACOBINA - VÁRZEA DO POÇO",,,CONTRATO DE CONCESSÃO,CONTRATADO,COMERCIAL,TRANSOARES TRANSPORTES URBANOS LTDA,"01125308000126",true
1162,,"555",EUNÁPOLIS,CAIUBI,"555 - EUNÁPOLIS - CAIUBI",,,CONTRATO DE CONCESSÃO - TAC,CONTRATADO - TAC,COMERCIAL,EXPRESSO BRASILEIRO TRANSPORTES LTDA,"13406285000107",true
1474,,"804",SALVADOR,CANDEIAS,"804 - SALVADOR - CANDEIAS VIA COVA DO DEFUNTO",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIACAO JAUA LTDA,"01767998000117",true
1064,,"503A",SALVADOR,SEABRA,"503A - SALVADOR - SEABRA VIA CAFARNAUM",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
233,,"100",VITÓRIA DA CONQUISTA,GUANAMBI,"100 - VITÓRIA DA CONQUISTA - GUANAMBI",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
795,,"342I",EUNÁPOLIS,BELMONTE,"342I - EUNÁPOLIS - BELMONTE  via BA 687",,,CONTRATO DE CONCESSÃO - TAC,CONTRATADO - TAC,COMERCIAL,EXPRESSO BRASILEIRO TRANSPORTES LTDA,"13406285000107",true
1695,,"892A.URB",VILA DE ABRANTES,ITAPUÃ,"892A.URB - VILA DE ABRANTES - ITAPUÃ VIA BA099/ PORTÃO",,,AUTORIZAÇÃO JUDICIAL,,SEMIURBANO,COOP. MISTA DE TRANSP. COL. ROD. E TUR. DA REG.METROPOLITANA,"05822582000105",true
663,,"273.CAR",SALVADOR,CONCEIÇÃO DA FEIRA,"273.CAR - SALVADOR - CONCEIÇÃO DA FEIRA VIA BR 101",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIACAO JAUA LTDA,"01767998000117",true
259,,"108",JEQUIÉ,ITABUNA,"108 - JEQUIÉ - ITABUNA VIA BR101",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
1492,,"808I.URB",CAMAÇARI,TERMINAL MUSSURUNGA,"808I.URB - CAMAÇARI - TERMINAL MUSSURUNGA VIA PARAFUSO",,,CONTRATO EMERGENCIAL,CONTRATADO,SEMIURBANO,AVANCO TRANSPORTES E TURISMO EIRELI,"34732379000146",true
486,,"211",VITÓRIA DA CONQUISTA,POV SÃO FELIPE  (TREMEDAL),"211 - VITÓRIA DA CONQUISTA - POV SÃO FELIPE (TREMEDAL)",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
1848,,"2270",VITÓRIA DA CONQUISTA,CARAÍBAS,"2270 - VITÓRIA DA CONQUISTA - CARAÍBAS VIA ANAGÉ",true,8,TERMO DE PERMISSÃO,CONTRATADO,COMERCIAL,,,true
215,,"092",VITÓRIA DA CONQUISTA,TREMENDAL,"092 - VITÓRIA DA CONQUISTA - TREMEDAL VIA BELO CAMPO",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
782,,"333",SALVADOR,ITAMARAJU,"333 - SALVADOR - ITAMARAJU",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO ÁGUIA BRANCA S/A,"27486182000109",true
74,,"039R",IRECÊ,BARRA DO MENDES,"039R - IRECÊ - BARRA DO MENDES",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,EMTRAM EMPRESA DE TRANSPORTES MACAUBENSE LTDA,"16041592000120",true
1831,,"2080",FEIRA DE SANTANA,RETIRO (DIST CORAÇÃO DE MARIA),"2080 - FEIRA DE SANTANA - RETIRO (DIST CORAÇÃO DE MARIA)",true,22,TERMO DE PERMISSÃO,CONTRATADO,MICRO COMERCIAL,,,true
1444,,"761",ALAGOINHAS,MADRE DE DEUS,"761 - ALAGOINHAS - MADRE DE DEUS VIA SÃO SEBASTIÃO DO PASSÉ",,,CONTRATO DE CONCESSÃO,CONTRATADO,COMERCIAL,VIAÇÃO CIDADE DE ALAGOINHAS LTDA,"14709620000109",true
181,,"079",ITABUNA,LAGOA REDONDA,"079 - ITABUNA - LAGOA REDONDA VIA BR 101",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,ROTA TRANSPORTES RODOVIARIOS LTDA,"14492342000180",true
1610,,"858A.URB",TERMINAL AEROPORTO,PRAIA DE IPITANGA,"858A.URB - TERMINAL AEROPORTO - PRAIA DE IPITANGA VIA AV AMARÍLIO TIAGO DOS SANTOS",,,CONTRATO EMERGENCIAL,ADICIONAL,SEMIURBANO,EXPRESSO LUXO VITORIA LTDA,"10550441000110",true
42,,"024",VITÓRIA DA CONQUISTA, CAETITÉ,"024 - VITÓRIA DA CONQUISTA - CAETITÉ",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
1436,,"752",TEIXEIRA DE FREITAS,MASSARANDUBA,"752 - TEIXEIRA DE FREITAS x MASSARANDUBA (município de Vereda) via NOVA LÍDICE",,,CONTRATO DE CONCESSÃO,CONTRATADO,COMERCIAL,VIAÇÃO SÃO DOMINGOS LTDA ME,"17212909000106",true
1811,,"2025",BARREIRAS,COVAS,"2025		BARREIRAS - COVAS VIA ANGICAL",true,1,TERMO DE PERMISSÃO,CONTRATADO,MICRO COMERCIAL,,,true
1673,,"884.URB",VILA DE ABRANTES,LAPA,"884.URB - VILA DE ABRANTES - LAPA VIA ITAPUÃ",,,CONTRATO DE CONCESSÃO,CONTRATADO,SEMIURBANO,EXPRESSO LUXO VITORIA LTDA,"10550441000110",true
1454,,"786.URB",IRECÊ,MORRO GRANDE (POV LAPÃO),"786.URB - IRECÊ - MORRO GRANDE (POV LAPÃO) VIA FLORESTA (POV LAPÃO)",,,CONTRATO DE CONCESSÃO,CONTRATADO,COMERCIAL,SATURNINO TURISMO LTDA,"01001266000111",true
768,,"329.CAR",SALVADOR,XIQUE-XIQUE,"329.CAR - SALVADOR - XIQUE-XIQUE VIA FEIRA DE SANTANA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL COM AR-CONDICIONADO,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
485,,"210R",SEABRA,IBIPITANGA,"210R - SEABRA - IBIPITANGA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
1414,,"720",ALAGOINHAS,CAMAÇARI,"720 - ALAGOINHAS X CAMAÇARI",,,CONTRATO DE CONCESSÃO,CONTRATADO,COMERCIAL,VIAÇÃO CIDADE DE ALAGOINHAS LTDA,"14709620000109",true
1034,,"486",BARREIRAS,CARIPARÉ,"486 - BARREIRAS - CARIPARÉ",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,EMTRAM EMPRESA DE TRANSPORTES MACAUBENSE LTDA,"16041592000120",true
224,,"095",FEIRA DE SANTANA,BOM JESUS DOS POBRES,"095 - FEIRA DE SANTANA - BOM JESUS DOS POBRES via BR324",,,CONTRATO DE CONCESSÃO,CONTRATADO,COMERCIAL,LUA CRESCENTE TRANSPORTE RODOVIARIO E TURISMO EIRELI,"02633328000170",true
703,,"297",SALVADOR,MARAGOGIPE,"297 - SALVADOR - MARAGOGIPE",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIACAO JAUA LTDA,"01767998000117",true
464,,"198",ITABUNA,ITAMARAJU,"198 - ITABUNA - ITAMARAJU",,,CONTRATO DE CONCESSÃO - TAC,CONTRATADO - TAC,COMERCIAL,EXPRESSO BRASILEIRO TRANSPORTES LTDA,"13406285000107",true
668,,"275A",SALVADOR,IBICOARA,"275A - SALVADOR - IBICOARA",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
853,,"378",CAETITÉ,BOTUPORÃ,"378 - CAETITÉ - BOTUPORÃ VIA TANQUE NOVO",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO NOVO HORIZONTE LTDA,"60829264000184",true
902,,"411.EXE",SALVADOR,IRAMAIA,"411.EXE - SALVADOR - IRAMAIA",,,CONTRATO DE CONCESSÃO - TAC,DIFERENCIADO,EXECUTIVO,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
1346,,"643",TEIXEIRA DE FREITAS,POSTO DA MATA,"643 - TEIXEIRA DE FREITAS x POSTO DA MATA via HELVÉCIA e JUERANA",,,CONTRATO DE CONCESSÃO,CONTRATADO,COMERCIAL,VIAÇÃO SÃO DOMINGOS LTDA ME,"17212909000106",true
979,,"450",SÃO FÉLIX,IAÇU,"450 - SÃO FÉLIX - IAÇU",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,EMPRESAS DE TRANSPORTES SANTANA E SAO PAULO LTDA,"14078166000135",true
614,,"254.CAR",SALVADOR,RIBEIRA DO POMBAL,"254.CAR - SALVADOR - RIBEIRA DO POMBAL VIA CRISÓPOLIS",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL COM AR-CONDICIONADO,VIACAO REGIONAL S/A,"01476325000108",true
363,,"157",FEIRA DE SANTANA,SÃO FRANCISCO DO CONDE,"157 - FEIRA DE SANTANA - SÃO FRANCISCO DO CONDE",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,VIAÇÃO JEQUIE CIDADE SOL LTDA,"14602189000105",true
1511,,"820.MIC",SIMÕES FILHO,ITAPUÃ,"820.MIC - SIMÕES FILHO - ITAPUÃ VIA CIA I",,,CONTRATO DE CONCESSÃO,DIFERENCIADO,MICRO COMERCIAL,EXPRESSO METROPOLITANO TRANSPORTES LTDA,"07617476000115",true
1057,,"500A",SALVADOR,CONTENDAS DO SINCORÁ,"500A - SALVADOR - CONTENDAS DO SINCORÁ VIA MARACÁS / ITIRUÇU",,,CONTRATO DE CONCESSÃO,CONTRATADO - TAC,COMERCIAL,AUTO VIAÇÃO CAMURUJIPE LTDA,"15890809000103",true
